id,title_bg,title_original,source_language,provider,resource_type,event_start,event_end,event_timezone,application_open,application_close,registration_open,registration_close,availability_open,availability_close,primary_status_bg,primary_status_code,official_url,verified_on,translation_status_bg,source_collection_url,delivery,topics,next_action_at
nhs-england-genomics-education-programme-uwe-bristol-genomics-and-counselling-skills,,Genomics and Counselling Skills,en,NHS England Genomics Education Programme / UWE Bristol,course,2026-09-11,,Europe/Sofia,,,,,,,Предстоящо събитие,upcoming-event,https://www.genomicseducation.hee.nhs.uk/education/taught-courses/genomics-and-counselling-skills/,2026-08-24,missing,https://www.genomicseducation.hee.nhs.uk/education/taught-courses/genomics-and-counselling-skills/,online; hybrid,,2026-09-10T21:00:00.000Z
nord-fda-cder-critical-path-institute-rare-disease-drug-development-what-patients-and-advocates-need-to-know,,Rare Disease Drug Development: What Patients and Advocates Need to Know,en,NORD / FDA CDER / Critical Path Institute,course,,,,,,,,,,Датата не е потвърдена,date-status-unknown,https://learn.rarediseases.org/,2026-08-24,missing,https://learn.rarediseases.org/,self-paced; online,,
orphanet-orphanet-tutorials,,Orphanet Tutorials,en,Orphanet,other,,,,,,,,,,Датата не е потвърдена,date-status-unknown,https://www.orpha.net/en/other-information/orphanet-tutorial,2026-08-24,missing,https://www.orpha.net/en/other-information/orphanet-tutorial,online,,
provider-linked-from-ebmg-erclg-examples-page-virtual-prenatal-genetics-short-co,,Virtual Prenatal Genetics Short Course 2025,en,Provider linked from EBMG ErCLG examples page,other,,,,,,,,,,Датата не е потвърдена,date-status-unknown,https://www.ebmg.eu/669.0.html,2026-08-24,missing,https://www.ebmg.eu/669.0.html,unknown,,
rd-connect-rd-connect-training-and-previous-events-archive,,RD-Connect training and previous events archive,en,RD-Connect,other,,,,,,,,,,Датата не е потвърдена,date-status-unknown,https://rd-connect.eu/previous-events/,2026-08-24,missing,https://rd-connect.eu/previous-events/,unknown,,
remedi4all-2026-remedi4all-hackathon,,2026 REMEDi4ALL Hackathon,en,REMEDi4ALL,workshop,2026-09-06,,Europe/Sofia,,,,,,,Предстоящо събитие,upcoming-event,https://remedi4all.org/event/2026-remedi4all-hackathon/,2026-08-24,missing,https://remedi4all.org/event/2026-remedi4all-hackathon/,in-person,,2026-09-05T21:00:00.000Z
st-georges-university-of-london-futurelearn-the-genomics-era-the-future-of-genet,,The Genomics Era: the Future of Genetics in Medicine,en,"St George’s, University of London / FutureLearn",course,2026-08-24,,Europe/Sofia,,,,,,,Минало събитие,past-event,https://www.futurelearn.com/courses/the-genomics-era,2026-08-24,missing,https://www.futurelearn.com/courses/the-genomics-era,online,,
synthema-ern-eurobloodnet-synthema-and-ern-eurobloodnet-educational-programme-on-artificial-intelligence,,SYNTHEMA & ERN-EuroBloodNet Educational Programme on Artificial Intelligence in Hematology,en,SYNTHEMA / ERN-EuroBloodNet,other,,,,,,,,,,Датата не е потвърдена,date-status-unknown,https://eurobloodnet.eu/news/719/new-educational-program-on-artificial-intelligence-and-its-applications-in-hematology,2026-08-24,missing,https://eurobloodnet.eu/news/719/new-educational-program-on-artificial-intelligence-and-its-applications-in-hematology,online,,
ucsc-genome-browser-ucsc-genome-browser-training,,UCSC Genome Browser training,en,UCSC Genome Browser,other,,,,,,,,,,Датата не е потвърдена,date-status-unknown,https://genome.ucsc.edu/training/,2026-08-24,missing,https://genome.ucsc.edu/training/,unknown,,
uems-section-of-medical-genetics-ebmg-eshg-european-certificate-in-medical-genet,,European Certificate in Medical Genetics and Genomics (ECMGG),en,UEMS Section of Medical Genetics / EBMG / ESHG,other,2026-04-20,,Europe/Sofia,,,,,,,Минало събитие,past-event,https://www.uems-ecmgg.org/Home.html,2026-08-24,missing,https://www.uems-ecmgg.org/Apply.html,online,,
university-of-exeter-futurelearn-genomic-medicine-and-research-a-community-appro,,Genomic Medicine and Research: A Community Approach,en,University of Exeter / FutureLearn,course,,,,,,,,,,Датата не е потвърдена,date-status-unknown,https://www.futurelearn.com/courses/community-genetics,2026-08-24,missing,https://www.futurelearn.com/courses/community-genetics,online,,
university-of-glasgow-futurelearn-genomic-medicine-harnessing-the-power-of-the-h,,Genomic Medicine: Harnessing the Power of the Human Genome,en,University of Glasgow / FutureLearn,course,,,,,,,,,,Датата не е потвърдена,date-status-unknown,https://www.futurelearn.com/courses/harnessing-the-power-of-genomics-in-medicine,2026-08-24,missing,https://www.futurelearn.com/courses/harnessing-the-power-of-genomics-in-medicine,online,,
university-of-leeds-futurelearn-understanding-genetic-disorders-how-dna-influenc,,Understanding Genetic Disorders: How DNA Influences Health,en,University of Glasgow / FutureLearn,course,,,,,,,,,,Датата не е потвърдена,date-status-unknown,https://www.futurelearn.com/courses/genes-and-health-how-dna-influences-disease,2026-08-24,missing,https://www.futurelearn.com/courses/genes-and-health-how-dna-influences-disease,online,,
vascern-vascern-summer-school-recurring-programme,,VASCERN Summer School — recurring programme,en,VASCERN,programme,,,,,,,,,,Следваща дата предстои да бъде обявена,next-date-tba,https://vascern.eu/training-and-education/,2026-08-24,missing,https://vascern.eu/training-and-education/,online; in-person; hybrid,,
vascern-vascern-webinars,,VASCERN Webinars,en,VASCERN,other,,,,,,,,,,Датата не е потвърдена,date-status-unknown,https://vascern.eu/training-and-education/webinars/,2026-08-24,missing,https://vascern.eu/training-and-education/webinars/,online,,
wellcome-connecting-science-futurelearn-bioinformatics-for-biologists-an-introduction-to-linux-bash-scripting-and-r,,"Bioinformatics for Biologists: An Introduction to Linux, Bash Scripting, and R",en,Wellcome Connecting Science / FutureLearn,course,,,,,,,,,,Датата не е потвърдена,date-status-unknown,https://coursesandconferences.wellcomeconnectingscience.org/our-events/online-courses/,2026-08-24,missing,https://coursesandconferences.wellcomeconnectingscience.org/our-events/online-courses/,self-paced; online,,
wellcome-connecting-science-futurelearn-bioinformatics-for-biologists-analysing-and-interpreting-genomics-datasets,,Bioinformatics for Biologists: Analysing and Interpreting Genomics Datasets,en,Wellcome Connecting Science / FutureLearn,course,,,,,,,,,,Датата не е потвърдена,date-status-unknown,https://coursesandconferences.wellcomeconnectingscience.org/event/bioinformatics-for-biologists-analysing-and-interpreting-genomics-datasets-20260406/,2026-08-24,missing,https://coursesandconferences.wellcomeconnectingscience.org/event/bioinformatics-for-biologists-analysing-and-interpreting-genomics-datasets-20260406/,self-paced; online,,
wellcome-connecting-science-futurelearn-interpreting-genomic-variation-overcomin,,Interpreting Genomic Variation: Overcoming Challenges in Diverse Populations,en,Wellcome Connecting Science / FutureLearn,course,,,,,,,,,,Датата не е потвърдена,date-status-unknown,https://www.futurelearn.com/courses/interpreting-genomic-variation-overcoming-challenges-in-diverse-populations,2026-08-24,missing,https://www.futurelearn.com/courses/interpreting-genomic-variation-overcoming-challenges-in-diverse-populations,online,,
wellcome-connecting-science-futurelearn-the-power-of-patient-advocacy-in-genomics-influencing-research-clinical-practi,,"The Power of Patient Advocacy in Genomics: Influencing Research, Clinical Practice and Decision Making",en,Wellcome Connecting Science / FutureLearn,course,,,,,,,,,,Датата не е потвърдена,date-status-unknown,https://coursesandconferences.wellcomeconnectingscience.org/our-events/online-courses/,2026-08-24,missing,https://coursesandconferences.wellcomeconnectingscience.org/our-events/online-courses/,online,,
wellcome-connecting-science-futurelearn-train-the-trainer-design-genomics-and-bioinformatics-training,,Train the Trainer: Design Genomics and Bioinformatics Training,en,Wellcome Connecting Science / FutureLearn,course,,,,,,,,,,Датата не е потвърдена,date-status-unknown,https://coursesandconferences.wellcomeconnectingscience.org/our-events/online-courses/,2026-08-24,missing,https://coursesandconferences.wellcomeconnectingscience.org/our-events/online-courses/,online,,
wellcome-connecting-science-wellcome-connecting-science-courses-and-conferences,,Wellcome Connecting Science courses and conferences,en,Wellcome Connecting Science,other,,,,,,,,,,Датата не е потвърдена,date-status-unknown,https://coursesandconferences.wellcomeconnectingscience.org/,2026-08-24,missing,https://coursesandconferences.wellcomeconnectingscience.org/,unknown,,
